"basename","seed","threshold","pep_pass","pep_total","q_pass","q_total"
"tcell10p_scored_target",72,0.05,67,132,79,132
"tcell1p_scored_target",72,0.05,27,132,34,132
"tcell30p_scored_target",72,0.05,95,132,105,132
"tcell3p_scored_target",72,0.05,53,132,62,132
"drep_tcell100p_scored_target",73,0.05,112,132,126,132
"tcell0pt3p_scored_target",73,0.05,40,132,48,132
"tcell10p_scored_target",73,0.05,67,132,78,132
"tcell1p_scored_target",73,0.05,14,132,20,132
"tcell30p_scored_target",73,0.05,95,132,106,132
"tcell3p_scored_target",73,0.05,45,132,57,132
"drep_tcell100p_scored_target",74,0.05,113,132,127,132
"tcell0pt3p_scored_target",74,0.05,29,132,41,132
"tcell10p_scored_target",74,0.05,68,132,79,132
"tcell1p_scored_target",74,0.05,15,132,25,132
"tcell30p_scored_target",74,0.05,95,132,105,132
"tcell3p_scored_target",74,0.05,43,132,56,132
"drep_tcell100p_scored_target",75,0.05,113,132,127,132
"tcell0pt3p_scored_target",75,0.05,28,132,33,132
"tcell10p_scored_target",75,0.05,68,132,80,132
"tcell1p_scored_target",75,0.05,15,132,25,132
"tcell30p_scored_target",75,0.05,95,132,105,132
"tcell3p_scored_target",75,0.05,53,132,61,132
"drep_tcell100p_scored_target",76,0.05,113,132,127,132
"tcell0pt3p_scored_target",76,0.05,33,132,47,132
"tcell10p_scored_target",76,0.05,67,132,78,132
"tcell1p_scored_target",76,0.05,16,132,27,132
"tcell30p_scored_target",76,0.05,95,132,106,132
"tcell3p_scored_target",76,0.05,54,132,63,132
"drep_tcell100p_scored_target",77,0.05,113,132,127,132
"tcell0pt3p_scored_target",77,0.05,33,132,44,132
"tcell10p_scored_target",77,0.05,67,132,79,132
"tcell1p_scored_target",77,0.05,15,132,24,132
"tcell30p_scored_target",77,0.05,95,132,106,132
"tcell3p_scored_target",77,0.05,52,132,59,132
"drep_tcell100p_scored_target",78,0.05,113,132,127,132
"tcell0pt3p_scored_target",78,0.05,30,132,43,132
"tcell10p_scored_target",78,0.05,68,132,79,132
"tcell1p_scored_target",78,0.05,13,132,18,132
"tcell30p_scored_target",78,0.05,95,132,105,132
"tcell3p_scored_target",78,0.05,52,132,58,132
"drep_tcell100p_scored_target",79,0.05,112,132,126,132
"tcell0pt3p_scored_target",79,0.05,28,132,41,132
"tcell10p_scored_target",79,0.05,67,132,79,132
"tcell1p_scored_target",79,0.05,16,132,30,132
"tcell30p_scored_target",79,0.05,95,132,104,132
"tcell3p_scored_target",79,0.05,41,132,54,132
"drep_tcell100p_scored_target",80,0.05,113,132,127,132
"tcell0pt3p_scored_target",80,0.05,29,132,38,132
"tcell10p_scored_target",80,0.05,67,132,77,132
"tcell1p_scored_target",80,0.05,27,132,34,132
"tcell30p_scored_target",80,0.05,95,132,106,132
"tcell3p_scored_target",80,0.05,53,132,60,132
"drep_tcell100p_scored_target",81,0.05,113,132,127,132
"tcell0pt3p_scored_target",81,0.05,30,132,44,132
"tcell10p_scored_target",81,0.05,67,132,78,132
"tcell1p_scored_target",81,0.05,20,132,32,132
"tcell30p_scored_target",81,0.05,95,132,105,132
"tcell3p_scored_target",81,0.05,53,132,60,132
"drep_tcell100p_scored_target",82,0.05,113,132,127,132
"tcell0pt3p_scored_target",82,0.05,29,132,41,132
"tcell10p_scored_target",82,0.05,68,132,79,132
"tcell1p_scored_target",82,0.05,16,132,28,132
"tcell30p_scored_target",82,0.05,95,132,106,132
"tcell3p_scored_target",82,0.05,51,132,60,132
"drep_tcell100p_scored_target",83,0.05,113,132,127,132
"tcell0pt3p_scored_target",83,0.05,39,132,44,132
"tcell10p_scored_target",83,0.05,67,132,77,132
"tcell1p_scored_target",83,0.05,27,132,34,132
"tcell30p_scored_target",83,0.05,95,132,104,132
"tcell3p_scored_target",83,0.05,45,132,58,132
"drep_tcell100p_scored_target",84,0.05,113,132,127,132
"tcell0pt3p_scored_target",84,0.05,38,132,46,132
"tcell10p_scored_target",84,0.05,68,132,80,132
"tcell1p_scored_target",84,0.05,15,132,21,132
"tcell30p_scored_target",84,0.05,95,132,106,132
"tcell3p_scored_target",84,0.05,53,132,63,132
"drep_tcell100p_scored_target",85,0.05,114,132,127,132
"tcell0pt3p_scored_target",85,0.05,30,132,42,132
"tcell10p_scored_target",85,0.05,68,132,79,132
"tcell1p_scored_target",85,0.05,15,132,23,132
"tcell30p_scored_target",85,0.05,95,132,106,132
"tcell3p_scored_target",85,0.05,53,132,60,132
"drep_tcell100p_scored_target",86,0.05,112,132,127,132
"tcell0pt3p_scored_target",86,0.05,40,132,46,132
"tcell10p_scored_target",86,0.05,68,132,79,132
"tcell1p_scored_target",86,0.05,14,132,20,132
"tcell30p_scored_target",86,0.05,95,132,106,132
"tcell3p_scored_target",86,0.05,44,132,57,132
"drep_tcell100p_scored_target",87,0.05,113,132,127,132
"tcell0pt3p_scored_target",87,0.05,28,132,39,132
"tcell10p_scored_target",87,0.05,67,132,78,132
"tcell1p_scored_target",87,0.05,16,132,30,132
"tcell30p_scored_target",87,0.05,95,132,105,132
"tcell3p_scored_target",87,0.05,43,132,56,132
"drep_tcell100p_scored_target",88,0.05,113,132,127,132
"tcell0pt3p_scored_target",88,0.05,29,132,39,132
"tcell10p_scored_target",88,0.05,68,132,79,132
"tcell1p_scored_target",88,0.05,15,132,25,132
"tcell30p_scored_target",88,0.05,95,132,105,132
"tcell3p_scored_target",88,0.05,42,132,55,132
"drep_tcell100p_scored_target",89,0.05,113,132,127,132
"tcell0pt3p_scored_target",89,0.05,28,132,41,132
"tcell10p_scored_target",89,0.05,67,132,78,132
"tcell1p_scored_target",89,0.05,15,132,26,132
"tcell30p_scored_target",89,0.05,95,132,106,132
"tcell3p_scored_target",89,0.05,41,132,54,132
"drep_tcell100p_scored_target",90,0.05,113,132,127,132
"tcell0pt3p_scored_target",90,0.05,28,132,38,132
"tcell10p_scored_target",90,0.05,68,132,80,132
"tcell1p_scored_target",90,0.05,14,132,20,132
"tcell30p_scored_target",90,0.05,95,132,105,132
"tcell3p_scored_target",90,0.05,46,132,58,132
"drep_tcell100p_scored_target",91,0.05,112,132,127,132
"tcell0pt3p_scored_target",91,0.05,29,132,41,132
"tcell10p_scored_target",91,0.05,68,132,80,132
"tcell1p_scored_target",91,0.05,15,132,26,132
"tcell30p_scored_target",91,0.05,95,132,105,132
"tcell3p_scored_target",91,0.05,45,132,57,132
"drep_tcell100p_scored_target",92,0.05,113,132,127,132
"tcell0pt3p_scored_target",92,0.05,30,132,44,132
"tcell10p_scored_target",92,0.05,68,132,79,132
"tcell1p_scored_target",92,0.05,15,132,21,132
"tcell30p_scored_target",92,0.05,95,132,106,132
"tcell3p_scored_target",92,0.05,53,132,62,132
"drep_tcell100p_scored_target",93,0.05,114,132,127,132
"tcell0pt3p_scored_target",93,0.05,34,132,58,132
"tcell10p_scored_target",93,0.05,67,132,78,132
"tcell1p_scored_target",93,0.05,18,132,30,132
"tcell30p_scored_target",93,0.05,95,132,106,132
"tcell3p_scored_target",93,0.05,42,132,56,132
"drep_tcell100p_scored_target",94,0.05,113,132,127,132
"tcell0pt3p_scored_target",94,0.05,31,132,44,132
"tcell10p_scored_target",94,0.05,68,132,81,132
"tcell1p_scored_target",94,0.05,15,132,23,132
"tcell30p_scored_target",94,0.05,95,132,106,132
"tcell3p_scored_target",94,0.05,42,132,56,132
"drep_tcell100p_scored_target",95,0.05,113,132,127,132
"tcell0pt3p_scored_target",95,0.05,39,132,45,132
"tcell10p_scored_target",95,0.05,68,132,79,132
"tcell1p_scored_target",95,0.05,27,132,35,132
"tcell30p_scored_target",95,0.05,95,132,105,132
"tcell3p_scored_target",95,0.05,53,132,61,132
"drep_tcell100p_scored_target",96,0.05,113,132,127,132
"tcell0pt3p_scored_target",96,0.05,29,132,42,132
"tcell10p_scored_target",96,0.05,68,132,81,132
"tcell1p_scored_target",96,0.05,27,132,35,132
"tcell30p_scored_target",96,0.05,95,132,106,132
"tcell3p_scored_target",96,0.05,51,132,58,132
"drep_tcell100p_scored_target",97,0.05,113,132,127,132
"tcell0pt3p_scored_target",97,0.05,28,132,40,132
"tcell10p_scored_target",97,0.05,68,132,80,132
"tcell1p_scored_target",97,0.05,17,132,30,132
"tcell30p_scored_target",97,0.05,95,132,105,132
"tcell3p_scored_target",97,0.05,53,132,60,132
"drep_tcell100p_scored_target",98,0.05,113,132,127,132
"tcell0pt3p_scored_target",98,0.05,31,132,51,132
"tcell10p_scored_target",98,0.05,67,132,79,132
"tcell1p_scored_target",98,0.05,13,132,16,132
"tcell30p_scored_target",98,0.05,95,132,106,132
"tcell3p_scored_target",98,0.05,53,132,60,132
"drep_tcell100p_scored_target",99,0.05,113,132,127,132
"tcell0pt3p_scored_target",99,0.05,28,132,41,132
"tcell10p_scored_target",99,0.05,67,132,79,132
"tcell1p_scored_target",99,0.05,0,132,17,132
"tcell30p_scored_target",99,0.05,95,132,106,132
"tcell3p_scored_target",99,0.05,46,132,57,132
"drep_tcell100p_scored_target",100,0.05,114,132,127,132
"tcell0pt3p_scored_target",100,0.05,30,132,43,132
"tcell10p_scored_target",100,0.05,68,132,78,132
"tcell1p_scored_target",100,0.05,17,132,30,132
"tcell30p_scored_target",100,0.05,95,132,106,132
"tcell3p_scored_target",100,0.05,51,132,58,132
