"seed","basename","file","threshold","pep_total","pep_pass","q_total","q_pass"
57,"tcell1p_scored_target","tcell1p_scored_target_seed57_label0_pep_ipspline.txt",0.05,132,16,132,28
58,"tcell1p_scored_target","tcell1p_scored_target_seed58_label0_pep_ipspline.txt",0.01,132,0,132,0
58,"tcell1p_scored_target","tcell1p_scored_target_seed58_label0_pep_ipspline.txt",0.05,132,16,132,27
59,"tcell1p_scored_target","tcell1p_scored_target_seed59_label0_pep_ipspline.txt",0.01,132,0,132,0
59,"tcell1p_scored_target","tcell1p_scored_target_seed59_label0_pep_ipspline.txt",0.05,132,26,132,32
60,"tcell1p_scored_target","tcell1p_scored_target_seed60_label0_pep_ipspline.txt",0.01,132,0,132,0
60,"tcell1p_scored_target","tcell1p_scored_target_seed60_label0_pep_ipspline.txt",0.05,132,0,132,12
61,"tcell1p_scored_target","tcell1p_scored_target_seed61_label0_pep_ipspline.txt",0.01,132,0,132,0
61,"tcell1p_scored_target","tcell1p_scored_target_seed61_label0_pep_ipspline.txt",0.05,132,19,132,31
62,"tcell1p_scored_target","tcell1p_scored_target_seed62_label0_pep_ipspline.txt",0.01,132,0,132,0
62,"tcell1p_scored_target","tcell1p_scored_target_seed62_label0_pep_ipspline.txt",0.05,132,0,132,16
63,"tcell1p_scored_target","tcell1p_scored_target_seed63_label0_pep_ipspline.txt",0.01,132,0,132,0
63,"tcell1p_scored_target","tcell1p_scored_target_seed63_label0_pep_ipspline.txt",0.05,132,15,132,27
64,"tcell1p_scored_target","tcell1p_scored_target_seed64_label0_pep_ipspline.txt",0.01,132,0,132,0
64,"tcell1p_scored_target","tcell1p_scored_target_seed64_label0_pep_ipspline.txt",0.05,132,17,132,30
65,"tcell1p_scored_target","tcell1p_scored_target_seed65_label0_pep_ipspline.txt",0.01,132,0,132,0
65,"tcell1p_scored_target","tcell1p_scored_target_seed65_label0_pep_ipspline.txt",0.05,132,16,132,29
66,"tcell1p_scored_target","tcell1p_scored_target_seed66_label0_pep_ipspline.txt",0.01,132,0,132,0
66,"tcell1p_scored_target","tcell1p_scored_target_seed66_label0_pep_ipspline.txt",0.05,132,15,132,22
67,"tcell1p_scored_target","tcell1p_scored_target_seed67_label0_pep_ipspline.txt",0.01,132,0,132,0
67,"tcell1p_scored_target","tcell1p_scored_target_seed67_label0_pep_ipspline.txt",0.05,132,16,132,22
68,"tcell1p_scored_target","tcell1p_scored_target_seed68_label0_pep_ipspline.txt",0.01,132,12,132,0
68,"tcell1p_scored_target","tcell1p_scored_target_seed68_label0_pep_ipspline.txt",0.05,132,15,132,26
69,"tcell1p_scored_target","tcell1p_scored_target_seed69_label0_pep_ipspline.txt",0.01,132,0,132,0
69,"tcell1p_scored_target","tcell1p_scored_target_seed69_label0_pep_ipspline.txt",0.05,132,17,132,31
70,"tcell1p_scored_target","tcell1p_scored_target_seed70_label0_pep_ipspline.txt",0.01,132,0,132,0
70,"tcell1p_scored_target","tcell1p_scored_target_seed70_label0_pep_ipspline.txt",0.05,132,14,132,21
71,"tcell1p_scored_target","tcell1p_scored_target_seed71_label0_pep_ipspline.txt",0.01,132,0,132,0
71,"tcell1p_scored_target","tcell1p_scored_target_seed71_label0_pep_ipspline.txt",0.05,132,15,132,22
72,"tcell1p_scored_target","tcell1p_scored_target_seed72_label0_pep_ipspline.txt",0.01,132,26,132,0
72,"tcell1p_scored_target","tcell1p_scored_target_seed72_label0_pep_ipspline.txt",0.05,132,27,132,34
73,"tcell1p_scored_target","tcell1p_scored_target_seed73_label0_pep_ipspline.txt",0.01,132,0,132,0
73,"tcell1p_scored_target","tcell1p_scored_target_seed73_label0_pep_ipspline.txt",0.05,132,14,132,20
74,"tcell1p_scored_target","tcell1p_scored_target_seed74_label0_pep_ipspline.txt",0.01,132,13,132,0
74,"tcell1p_scored_target","tcell1p_scored_target_seed74_label0_pep_ipspline.txt",0.05,132,15,132,25
75,"tcell1p_scored_target","tcell1p_scored_target_seed75_label0_pep_ipspline.txt",0.01,132,12,132,0
75,"tcell1p_scored_target","tcell1p_scored_target_seed75_label0_pep_ipspline.txt",0.05,132,15,132,25
76,"tcell1p_scored_target","tcell1p_scored_target_seed76_label0_pep_ipspline.txt",0.01,132,0,132,0
76,"tcell1p_scored_target","tcell1p_scored_target_seed76_label0_pep_ipspline.txt",0.05,132,16,132,27
77,"tcell1p_scored_target","tcell1p_scored_target_seed77_label0_pep_ipspline.txt",0.01,132,0,132,0
77,"tcell1p_scored_target","tcell1p_scored_target_seed77_label0_pep_ipspline.txt",0.05,132,15,132,24
78,"tcell1p_scored_target","tcell1p_scored_target_seed78_label0_pep_ipspline.txt",0.01,132,0,132,0
78,"tcell1p_scored_target","tcell1p_scored_target_seed78_label0_pep_ipspline.txt",0.05,132,13,132,18
79,"tcell1p_scored_target","tcell1p_scored_target_seed79_label0_pep_ipspline.txt",0.01,132,0,132,0
79,"tcell1p_scored_target","tcell1p_scored_target_seed79_label0_pep_ipspline.txt",0.05,132,16,132,30
80,"tcell1p_scored_target","tcell1p_scored_target_seed80_label0_pep_ipspline.txt",0.01,132,0,132,0
80,"tcell1p_scored_target","tcell1p_scored_target_seed80_label0_pep_ipspline.txt",0.05,132,27,132,34
81,"tcell1p_scored_target","tcell1p_scored_target_seed81_label0_pep_ipspline.txt",0.01,132,0,132,0
81,"tcell1p_scored_target","tcell1p_scored_target_seed81_label0_pep_ipspline.txt",0.05,132,20,132,32
82,"tcell1p_scored_target","tcell1p_scored_target_seed82_label0_pep_ipspline.txt",0.01,132,0,132,0
82,"tcell1p_scored_target","tcell1p_scored_target_seed82_label0_pep_ipspline.txt",0.05,132,16,132,28
83,"tcell1p_scored_target","tcell1p_scored_target_seed83_label0_pep_ipspline.txt",0.01,132,0,132,0
83,"tcell1p_scored_target","tcell1p_scored_target_seed83_label0_pep_ipspline.txt",0.05,132,27,132,34
84,"tcell1p_scored_target","tcell1p_scored_target_seed84_label0_pep_ipspline.txt",0.01,132,0,132,0
84,"tcell1p_scored_target","tcell1p_scored_target_seed84_label0_pep_ipspline.txt",0.05,132,15,132,21
85,"tcell1p_scored_target","tcell1p_scored_target_seed85_label0_pep_ipspline.txt",0.01,132,12,132,0
85,"tcell1p_scored_target","tcell1p_scored_target_seed85_label0_pep_ipspline.txt",0.05,132,15,132,23
86,"tcell1p_scored_target","tcell1p_scored_target_seed86_label0_pep_ipspline.txt",0.01,132,0,132,0
86,"tcell1p_scored_target","tcell1p_scored_target_seed86_label0_pep_ipspline.txt",0.05,132,14,132,20
87,"tcell1p_scored_target","tcell1p_scored_target_seed87_label0_pep_ipspline.txt",0.01,132,0,132,0
87,"tcell1p_scored_target","tcell1p_scored_target_seed87_label0_pep_ipspline.txt",0.05,132,16,132,30
88,"tcell1p_scored_target","tcell1p_scored_target_seed88_label0_pep_ipspline.txt",0.01,132,13,132,0
88,"tcell1p_scored_target","tcell1p_scored_target_seed88_label0_pep_ipspline.txt",0.05,132,15,132,25
89,"tcell1p_scored_target","tcell1p_scored_target_seed89_label0_pep_ipspline.txt",0.01,132,12,132,0
89,"tcell1p_scored_target","tcell1p_scored_target_seed89_label0_pep_ipspline.txt",0.05,132,15,132,26
90,"tcell1p_scored_target","tcell1p_scored_target_seed90_label0_pep_ipspline.txt",0.01,132,0,132,0
90,"tcell1p_scored_target","tcell1p_scored_target_seed90_label0_pep_ipspline.txt",0.05,132,14,132,20
91,"tcell1p_scored_target","tcell1p_scored_target_seed91_label0_pep_ipspline.txt",0.01,132,12,132,0
91,"tcell1p_scored_target","tcell1p_scored_target_seed91_label0_pep_ipspline.txt",0.05,132,15,132,26
92,"tcell1p_scored_target","tcell1p_scored_target_seed92_label0_pep_ipspline.txt",0.01,132,0,132,0
92,"tcell1p_scored_target","tcell1p_scored_target_seed92_label0_pep_ipspline.txt",0.05,132,15,132,21
93,"tcell1p_scored_target","tcell1p_scored_target_seed93_label0_pep_ipspline.txt",0.01,132,0,132,0
93,"tcell1p_scored_target","tcell1p_scored_target_seed93_label0_pep_ipspline.txt",0.05,132,18,132,30
94,"tcell1p_scored_target","tcell1p_scored_target_seed94_label0_pep_ipspline.txt",0.01,132,13,132,0
94,"tcell1p_scored_target","tcell1p_scored_target_seed94_label0_pep_ipspline.txt",0.05,132,15,132,23
95,"tcell1p_scored_target","tcell1p_scored_target_seed95_label0_pep_ipspline.txt",0.01,132,26,132,0
95,"tcell1p_scored_target","tcell1p_scored_target_seed95_label0_pep_ipspline.txt",0.05,132,27,132,35
96,"tcell1p_scored_target","tcell1p_scored_target_seed96_label0_pep_ipspline.txt",0.01,132,26,132,0
96,"tcell1p_scored_target","tcell1p_scored_target_seed96_label0_pep_ipspline.txt",0.05,132,27,132,35
97,"tcell1p_scored_target","tcell1p_scored_target_seed97_label0_pep_ipspline.txt",0.01,132,0,132,0
97,"tcell1p_scored_target","tcell1p_scored_target_seed97_label0_pep_ipspline.txt",0.05,132,17,132,30
98,"tcell1p_scored_target","tcell1p_scored_target_seed98_label0_pep_ipspline.txt",0.01,132,0,132,0
98,"tcell1p_scored_target","tcell1p_scored_target_seed98_label0_pep_ipspline.txt",0.05,132,13,132,16
99,"tcell1p_scored_target","tcell1p_scored_target_seed99_label0_pep_ipspline.txt",0.01,132,0,132,0
99,"tcell1p_scored_target","tcell1p_scored_target_seed99_label0_pep_ipspline.txt",0.05,132,0,132,17
100,"tcell1p_scored_target","tcell1p_scored_target_seed100_label0_pep_ipspline.txt",0.01,132,0,132,0
100,"tcell1p_scored_target","tcell1p_scored_target_seed100_label0_pep_ipspline.txt",0.05,132,17,132,30
1,"tcell30p_scored_target","tcell30p_scored_target_seed1_label0_pep_ipspline.txt",0.01,132,94,132,106
1,"tcell30p_scored_target","tcell30p_scored_target_seed1_label0_pep_ipspline.txt",0.05,132,95,132,106
2,"tcell30p_scored_target","tcell30p_scored_target_seed2_label0_pep_ipspline.txt",0.01,132,94,132,104
2,"tcell30p_scored_target","tcell30p_scored_target_seed2_label0_pep_ipspline.txt",0.05,132,95,132,106
3,"tcell30p_scored_target","tcell30p_scored_target_seed3_label0_pep_ipspline.txt",0.01,132,94,132,102
3,"tcell30p_scored_target","tcell30p_scored_target_seed3_label0_pep_ipspline.txt",0.05,132,95,132,105
4,"tcell30p_scored_target","tcell30p_scored_target_seed4_label0_pep_ipspline.txt",0.01,132,94,132,104
4,"tcell30p_scored_target","tcell30p_scored_target_seed4_label0_pep_ipspline.txt",0.05,132,95,132,106
5,"tcell30p_scored_target","tcell30p_scored_target_seed5_label0_pep_ipspline.txt",0.01,132,94,132,103
5,"tcell30p_scored_target","tcell30p_scored_target_seed5_label0_pep_ipspline.txt",0.05,132,95,132,104
6,"tcell30p_scored_target","tcell30p_scored_target_seed6_label0_pep_ipspline.txt",0.01,132,94,132,104
6,"tcell30p_scored_target","tcell30p_scored_target_seed6_label0_pep_ipspline.txt",0.05,132,95,132,106
7,"tcell30p_scored_target","tcell30p_scored_target_seed7_label0_pep_ipspline.txt",0.01,132,94,132,104
7,"tcell30p_scored_target","tcell30p_scored_target_seed7_label0_pep_ipspline.txt",0.05,132,95,132,106
8,"tcell30p_scored_target","tcell30p_scored_target_seed8_label0_pep_ipspline.txt",0.01,132,94,132,102
8,"tcell30p_scored_target","tcell30p_scored_target_seed8_label0_pep_ipspline.txt",0.05,132,95,132,106
9,"tcell30p_scored_target","tcell30p_scored_target_seed9_label0_pep_ipspline.txt",0.01,132,94,132,104
9,"tcell30p_scored_target","tcell30p_scored_target_seed9_label0_pep_ipspline.txt",0.05,132,95,132,106
10,"tcell30p_scored_target","tcell30p_scored_target_seed10_label0_pep_ipspline.txt",0.01,132,94,132,103
10,"tcell30p_scored_target","tcell30p_scored_target_seed10_label0_pep_ipspline.txt",0.05,132,95,132,106
11,"tcell30p_scored_target","tcell30p_scored_target_seed11_label0_pep_ipspline.txt",0.01,132,94,132,104
11,"tcell30p_scored_target","tcell30p_scored_target_seed11_label0_pep_ipspline.txt",0.05,132,95,132,106
12,"tcell30p_scored_target","tcell30p_scored_target_seed12_label0_pep_ipspline.txt",0.01,132,94,132,102
12,"tcell30p_scored_target","tcell30p_scored_target_seed12_label0_pep_ipspline.txt",0.05,132,95,132,104
13,"tcell30p_scored_target","tcell30p_scored_target_seed13_label0_pep_ipspline.txt",0.01,132,94,132,104
13,"tcell30p_scored_target","tcell30p_scored_target_seed13_label0_pep_ipspline.txt",0.05,132,95,132,104
14,"tcell30p_scored_target","tcell30p_scored_target_seed14_label0_pep_ipspline.txt",0.01,132,94,132,106
14,"tcell30p_scored_target","tcell30p_scored_target_seed14_label0_pep_ipspline.txt",0.05,132,95,132,106
15,"tcell30p_scored_target","tcell30p_scored_target_seed15_label0_pep_ipspline.txt",0.01,132,94,132,103
15,"tcell30p_scored_target","tcell30p_scored_target_seed15_label0_pep_ipspline.txt",0.05,132,95,132,105
16,"tcell30p_scored_target","tcell30p_scored_target_seed16_label0_pep_ipspline.txt",0.01,132,94,132,101
16,"tcell30p_scored_target","tcell30p_scored_target_seed16_label0_pep_ipspline.txt",0.05,132,95,132,105
17,"tcell30p_scored_target","tcell30p_scored_target_seed17_label0_pep_ipspline.txt",0.01,132,94,132,104
17,"tcell30p_scored_target","tcell30p_scored_target_seed17_label0_pep_ipspline.txt",0.05,132,95,132,106
18,"tcell30p_scored_target","tcell30p_scored_target_seed18_label0_pep_ipspline.txt",0.01,132,94,132,102
18,"tcell30p_scored_target","tcell30p_scored_target_seed18_label0_pep_ipspline.txt",0.05,132,95,132,104
19,"tcell30p_scored_target","tcell30p_scored_target_seed19_label0_pep_ipspline.txt",0.01,132,94,132,105
19,"tcell30p_scored_target","tcell30p_scored_target_seed19_label0_pep_ipspline.txt",0.05,132,95,132,106
20,"tcell30p_scored_target","tcell30p_scored_target_seed20_label0_pep_ipspline.txt",0.01,132,94,132,103
20,"tcell30p_scored_target","tcell30p_scored_target_seed20_label0_pep_ipspline.txt",0.05,132,95,132,104
21,"tcell30p_scored_target","tcell30p_scored_target_seed21_label0_pep_ipspline.txt",0.01,132,94,132,104
21,"tcell30p_scored_target","tcell30p_scored_target_seed21_label0_pep_ipspline.txt",0.05,132,95,132,106
22,"tcell30p_scored_target","tcell30p_scored_target_seed22_label0_pep_ipspline.txt",0.01,132,94,132,105
22,"tcell30p_scored_target","tcell30p_scored_target_seed22_label0_pep_ipspline.txt",0.05,132,95,132,106
23,"tcell30p_scored_target","tcell30p_scored_target_seed23_label0_pep_ipspline.txt",0.01,132,94,132,104
23,"tcell30p_scored_target","tcell30p_scored_target_seed23_label0_pep_ipspline.txt",0.05,132,95,132,106
24,"tcell30p_scored_target","tcell30p_scored_target_seed24_label0_pep_ipspline.txt",0.01,132,94,132,103
24,"tcell30p_scored_target","tcell30p_scored_target_seed24_label0_pep_ipspline.txt",0.05,132,95,132,105
25,"tcell30p_scored_target","tcell30p_scored_target_seed25_label0_pep_ipspline.txt",0.01,132,94,132,102
25,"tcell30p_scored_target","tcell30p_scored_target_seed25_label0_pep_ipspline.txt",0.05,132,95,132,105
26,"tcell30p_scored_target","tcell30p_scored_target_seed26_label0_pep_ipspline.txt",0.01,132,94,132,103
26,"tcell30p_scored_target","tcell30p_scored_target_seed26_label0_pep_ipspline.txt",0.05,132,95,132,105
27,"tcell30p_scored_target","tcell30p_scored_target_seed27_label0_pep_ipspline.txt",0.01,132,94,132,104
27,"tcell30p_scored_target","tcell30p_scored_target_seed27_label0_pep_ipspline.txt",0.05,132,95,132,106
28,"tcell30p_scored_target","tcell30p_scored_target_seed28_label0_pep_ipspline.txt",0.01,132,94,132,105
28,"tcell30p_scored_target","tcell30p_scored_target_seed28_label0_pep_ipspline.txt",0.05,132,95,132,106
29,"tcell30p_scored_target","tcell30p_scored_target_seed29_label0_pep_ipspline.txt",0.01,132,94,132,104
29,"tcell30p_scored_target","tcell30p_scored_target_seed29_label0_pep_ipspline.txt",0.05,132,95,132,106
30,"tcell30p_scored_target","tcell30p_scored_target_seed30_label0_pep_ipspline.txt",0.01,132,94,132,104
30,"tcell30p_scored_target","tcell30p_scored_target_seed30_label0_pep_ipspline.txt",0.05,132,95,132,106
31,"tcell30p_scored_target","tcell30p_scored_target_seed31_label0_pep_ipspline.txt",0.01,132,94,132,104
31,"tcell30p_scored_target","tcell30p_scored_target_seed31_label0_pep_ipspline.txt",0.05,132,95,132,106
32,"tcell30p_scored_target","tcell30p_scored_target_seed32_label0_pep_ipspline.txt",0.01,132,94,132,103
32,"tcell30p_scored_target","tcell30p_scored_target_seed32_label0_pep_ipspline.txt",0.05,132,95,132,106
33,"tcell30p_scored_target","tcell30p_scored_target_seed33_label0_pep_ipspline.txt",0.01,132,94,132,101
33,"tcell30p_scored_target","tcell30p_scored_target_seed33_label0_pep_ipspline.txt",0.05,132,95,132,105
34,"tcell30p_scored_target","tcell30p_scored_target_seed34_label0_pep_ipspline.txt",0.01,132,94,132,103
34,"tcell30p_scored_target","tcell30p_scored_target_seed34_label0_pep_ipspline.txt",0.05,132,95,132,106
35,"tcell30p_scored_target","tcell30p_scored_target_seed35_label0_pep_ipspline.txt",0.01,132,94,132,101
35,"tcell30p_scored_target","tcell30p_scored_target_seed35_label0_pep_ipspline.txt",0.05,132,95,132,105
36,"tcell30p_scored_target","tcell30p_scored_target_seed36_label0_pep_ipspline.txt",0.01,132,94,132,105
36,"tcell30p_scored_target","tcell30p_scored_target_seed36_label0_pep_ipspline.txt",0.05,132,95,132,106
37,"tcell30p_scored_target","tcell30p_scored_target_seed37_label0_pep_ipspline.txt",0.01,132,94,132,103
37,"tcell30p_scored_target","tcell30p_scored_target_seed37_label0_pep_ipspline.txt",0.05,132,95,132,105
38,"tcell30p_scored_target","tcell30p_scored_target_seed38_label0_pep_ipspline.txt",0.01,132,94,132,103
38,"tcell30p_scored_target","tcell30p_scored_target_seed38_label0_pep_ipspline.txt",0.05,132,95,132,105
39,"tcell30p_scored_target","tcell30p_scored_target_seed39_label0_pep_ipspline.txt",0.01,132,94,132,101
39,"tcell30p_scored_target","tcell30p_scored_target_seed39_label0_pep_ipspline.txt",0.05,132,95,132,105
40,"tcell30p_scored_target","tcell30p_scored_target_seed40_label0_pep_ipspline.txt",0.01,132,94,132,105
40,"tcell30p_scored_target","tcell30p_scored_target_seed40_label0_pep_ipspline.txt",0.05,132,95,132,106
41,"tcell30p_scored_target","tcell30p_scored_target_seed41_label0_pep_ipspline.txt",0.01,132,94,132,103
41,"tcell30p_scored_target","tcell30p_scored_target_seed41_label0_pep_ipspline.txt",0.05,132,95,132,105
42,"tcell30p_scored_target","tcell30p_scored_target_seed42_label0_pep_ipspline.txt",0.01,132,94,132,103
42,"tcell30p_scored_target","tcell30p_scored_target_seed42_label0_pep_ipspline.txt",0.05,132,95,132,106
43,"tcell30p_scored_target","tcell30p_scored_target_seed43_label0_pep_ipspline.txt",0.01,132,94,132,105
43,"tcell30p_scored_target","tcell30p_scored_target_seed43_label0_pep_ipspline.txt",0.05,132,95,132,106
44,"tcell30p_scored_target","tcell30p_scored_target_seed44_label0_pep_ipspline.txt",0.01,132,94,132,104
44,"tcell30p_scored_target","tcell30p_scored_target_seed44_label0_pep_ipspline.txt",0.05,132,95,132,106
45,"tcell30p_scored_target","tcell30p_scored_target_seed45_label0_pep_ipspline.txt",0.01,132,94,132,105
45,"tcell30p_scored_target","tcell30p_scored_target_seed45_label0_pep_ipspline.txt",0.05,132,95,132,106
46,"tcell30p_scored_target","tcell30p_scored_target_seed46_label0_pep_ipspline.txt",0.01,132,94,132,102
46,"tcell30p_scored_target","tcell30p_scored_target_seed46_label0_pep_ipspline.txt",0.05,132,95,132,106
47,"tcell30p_scored_target","tcell30p_scored_target_seed47_label0_pep_ipspline.txt",0.01,132,94,132,104
47,"tcell30p_scored_target","tcell30p_scored_target_seed47_label0_pep_ipspline.txt",0.05,132,95,132,106
48,"tcell30p_scored_target","tcell30p_scored_target_seed48_label0_pep_ipspline.txt",0.01,132,94,132,102
48,"tcell30p_scored_target","tcell30p_scored_target_seed48_label0_pep_ipspline.txt",0.05,132,95,132,104
49,"tcell30p_scored_target","tcell30p_scored_target_seed49_label0_pep_ipspline.txt",0.01,132,94,132,106
49,"tcell30p_scored_target","tcell30p_scored_target_seed49_label0_pep_ipspline.txt",0.05,132,95,132,106
50,"tcell30p_scored_target","tcell30p_scored_target_seed50_label0_pep_ipspline.txt",0.01,132,94,132,104
50,"tcell30p_scored_target","tcell30p_scored_target_seed50_label0_pep_ipspline.txt",0.05,132,95,132,105
51,"tcell30p_scored_target","tcell30p_scored_target_seed51_label0_pep_ipspline.txt",0.01,132,94,132,104
51,"tcell30p_scored_target","tcell30p_scored_target_seed51_label0_pep_ipspline.txt",0.05,132,95,132,106
52,"tcell30p_scored_target","tcell30p_scored_target_seed52_label0_pep_ipspline.txt",0.01,132,94,132,103
52,"tcell30p_scored_target","tcell30p_scored_target_seed52_label0_pep_ipspline.txt",0.05,132,95,132,106
53,"tcell30p_scored_target","tcell30p_scored_target_seed53_label0_pep_ipspline.txt",0.01,132,94,132,106
53,"tcell30p_scored_target","tcell30p_scored_target_seed53_label0_pep_ipspline.txt",0.05,132,95,132,106
54,"tcell30p_scored_target","tcell30p_scored_target_seed54_label0_pep_ipspline.txt",0.01,132,94,132,102
54,"tcell30p_scored_target","tcell30p_scored_target_seed54_label0_pep_ipspline.txt",0.05,132,95,132,106
55,"tcell30p_scored_target","tcell30p_scored_target_seed55_label0_pep_ipspline.txt",0.01,132,94,132,102
55,"tcell30p_scored_target","tcell30p_scored_target_seed55_label0_pep_ipspline.txt",0.05,132,95,132,105
56,"tcell30p_scored_target","tcell30p_scored_target_seed56_label0_pep_ipspline.txt",0.01,132,94,132,103
56,"tcell30p_scored_target","tcell30p_scored_target_seed56_label0_pep_ipspline.txt",0.05,132,95,132,105
57,"tcell30p_scored_target","tcell30p_scored_target_seed57_label0_pep_ipspline.txt",0.01,132,94,132,105
57,"tcell30p_scored_target","tcell30p_scored_target_seed57_label0_pep_ipspline.txt",0.05,132,95,132,106
58,"tcell30p_scored_target","tcell30p_scored_target_seed58_label0_pep_ipspline.txt",0.01,132,94,132,104
58,"tcell30p_scored_target","tcell30p_scored_target_seed58_label0_pep_ipspline.txt",0.05,132,95,132,106
59,"tcell30p_scored_target","tcell30p_scored_target_seed59_label0_pep_ipspline.txt",0.01,132,94,132,102
59,"tcell30p_scored_target","tcell30p_scored_target_seed59_label0_pep_ipspline.txt",0.05,132,95,132,104
60,"tcell30p_scored_target","tcell30p_scored_target_seed60_label0_pep_ipspline.txt",0.01,132,94,132,105
60,"tcell30p_scored_target","tcell30p_scored_target_seed60_label0_pep_ipspline.txt",0.05,132,95,132,106
61,"tcell30p_scored_target","tcell30p_scored_target_seed61_label0_pep_ipspline.txt",0.01,132,94,132,106
61,"tcell30p_scored_target","tcell30p_scored_target_seed61_label0_pep_ipspline.txt",0.05,132,95,132,107
62,"tcell30p_scored_target","tcell30p_scored_target_seed62_label0_pep_ipspline.txt",0.01,132,94,132,104
62,"tcell30p_scored_target","tcell30p_scored_target_seed62_label0_pep_ipspline.txt",0.05,132,95,132,106
63,"tcell30p_scored_target","tcell30p_scored_target_seed63_label0_pep_ipspline.txt",0.01,132,94,132,104
63,"tcell30p_scored_target","tcell30p_scored_target_seed63_label0_pep_ipspline.txt",0.05,132,95,132,105
64,"tcell30p_scored_target","tcell30p_scored_target_seed64_label0_pep_ipspline.txt",0.01,132,94,132,102
64,"tcell30p_scored_target","tcell30p_scored_target_seed64_label0_pep_ipspline.txt",0.05,132,95,132,105
65,"tcell30p_scored_target","tcell30p_scored_target_seed65_label0_pep_ipspline.txt",0.01,132,94,132,102
65,"tcell30p_scored_target","tcell30p_scored_target_seed65_label0_pep_ipspline.txt",0.05,132,95,132,106
66,"tcell30p_scored_target","tcell30p_scored_target_seed66_label0_pep_ipspline.txt",0.01,132,94,132,105
66,"tcell30p_scored_target","tcell30p_scored_target_seed66_label0_pep_ipspline.txt",0.05,132,95,132,106
67,"tcell30p_scored_target","tcell30p_scored_target_seed67_label0_pep_ipspline.txt",0.01,132,94,132,105
67,"tcell30p_scored_target","tcell30p_scored_target_seed67_label0_pep_ipspline.txt",0.05,132,95,132,105
68,"tcell30p_scored_target","tcell30p_scored_target_seed68_label0_pep_ipspline.txt",0.01,132,94,132,103
68,"tcell30p_scored_target","tcell30p_scored_target_seed68_label0_pep_ipspline.txt",0.05,132,95,132,105
69,"tcell30p_scored_target","tcell30p_scored_target_seed69_label0_pep_ipspline.txt",0.01,132,94,132,104
69,"tcell30p_scored_target","tcell30p_scored_target_seed69_label0_pep_ipspline.txt",0.05,132,95,132,106
70,"tcell30p_scored_target","tcell30p_scored_target_seed70_label0_pep_ipspline.txt",0.01,132,94,132,103
70,"tcell30p_scored_target","tcell30p_scored_target_seed70_label0_pep_ipspline.txt",0.05,132,95,132,105
71,"tcell30p_scored_target","tcell30p_scored_target_seed71_label0_pep_ipspline.txt",0.01,132,94,132,104
71,"tcell30p_scored_target","tcell30p_scored_target_seed71_label0_pep_ipspline.txt",0.05,132,95,132,106
72,"tcell30p_scored_target","tcell30p_scored_target_seed72_label0_pep_ipspline.txt",0.01,132,94,132,103
72,"tcell30p_scored_target","tcell30p_scored_target_seed72_label0_pep_ipspline.txt",0.05,132,95,132,105
73,"tcell30p_scored_target","tcell30p_scored_target_seed73_label0_pep_ipspline.txt",0.01,132,94,132,103
73,"tcell30p_scored_target","tcell30p_scored_target_seed73_label0_pep_ipspline.txt",0.05,132,95,132,106
74,"tcell30p_scored_target","tcell30p_scored_target_seed74_label0_pep_ipspline.txt",0.01,132,94,132,103
74,"tcell30p_scored_target","tcell30p_scored_target_seed74_label0_pep_ipspline.txt",0.05,132,95,132,105
75,"tcell30p_scored_target","tcell30p_scored_target_seed75_label0_pep_ipspline.txt",0.01,132,94,132,102
75,"tcell30p_scored_target","tcell30p_scored_target_seed75_label0_pep_ipspline.txt",0.05,132,95,132,105
76,"tcell30p_scored_target","tcell30p_scored_target_seed76_label0_pep_ipspline.txt",0.01,132,94,132,105
76,"tcell30p_scored_target","tcell30p_scored_target_seed76_label0_pep_ipspline.txt",0.05,132,95,132,106
77,"tcell30p_scored_target","tcell30p_scored_target_seed77_label0_pep_ipspline.txt",0.01,132,94,132,104
77,"tcell30p_scored_target","tcell30p_scored_target_seed77_label0_pep_ipspline.txt",0.05,132,95,132,106
78,"tcell30p_scored_target","tcell30p_scored_target_seed78_label0_pep_ipspline.txt",0.01,132,94,132,103
78,"tcell30p_scored_target","tcell30p_scored_target_seed78_label0_pep_ipspline.txt",0.05,132,95,132,105
79,"tcell30p_scored_target","tcell30p_scored_target_seed79_label0_pep_ipspline.txt",0.01,132,94,132,101
79,"tcell30p_scored_target","tcell30p_scored_target_seed79_label0_pep_ipspline.txt",0.05,132,95,132,104
80,"tcell30p_scored_target","tcell30p_scored_target_seed80_label0_pep_ipspline.txt",0.01,132,94,132,105
80,"tcell30p_scored_target","tcell30p_scored_target_seed80_label0_pep_ipspline.txt",0.05,132,95,132,106
81,"tcell30p_scored_target","tcell30p_scored_target_seed81_label0_pep_ipspline.txt",0.01,132,94,132,103
81,"tcell30p_scored_target","tcell30p_scored_target_seed81_label0_pep_ipspline.txt",0.05,132,95,132,105
82,"tcell30p_scored_target","tcell30p_scored_target_seed82_label0_pep_ipspline.txt",0.01,132,94,132,103
82,"tcell30p_scored_target","tcell30p_scored_target_seed82_label0_pep_ipspline.txt",0.05,132,95,132,106
83,"tcell30p_scored_target","tcell30p_scored_target_seed83_label0_pep_ipspline.txt",0.01,132,94,132,101
83,"tcell30p_scored_target","tcell30p_scored_target_seed83_label0_pep_ipspline.txt",0.05,132,95,132,104
